continuity_field_id	book	chapter	verse	reference	stream_index	predication_id	persistence_score	transition_score	extension_score	weakening_score	field_state	evidence
CF00502	1corintios	10	9	10:9	502	1corintios-10-9-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00503	1corintios	10	9	10:9	503	1corintios-10-9-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00504	1corintios	10	10	10:10	504	1corintios-10-10-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00505	1corintios	10	10	10:10	505	1corintios-10-10-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00506	1corintios	10	10	10:10	506	1corintios-10-10-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00507	1corintios	10	11	10:11	507	1corintios-10-11-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00508	1corintios	10	11	10:11	508	1corintios-10-11-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00509	1corintios	10	11	10:11	509	1corintios-10-11-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00510	1corintios	10	12	10:12	510	1corintios-10-12-P01	3	1	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00511	1corintios	10	12	10:12	511	1corintios-10-12-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00512	1corintios	10	13	10:13	512	1corintios-10-13-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00513	1corintios	10	13	10:13	513	1corintios-10-13-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00514	1corintios	10	13	10:13	514	1corintios-10-13-P03	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00515	1corintios	10	13	10:13	515	1corintios-10-13-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00516	1corintios	10	14	10:14	516	1corintios-10-14-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00517	1corintios	10	15	10:15	517	1corintios-10-15-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00518	1corintios	10	15	10:15	518	1corintios-10-15-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00519	1corintios	10	15	10:15	519	1corintios-10-15-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00520	1corintios	10	16	10:16	520	1corintios-10-16-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00521	1corintios	10	16	10:16	521	1corintios-10-16-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00522	1corintios	10	16	10:16	522	1corintios-10-16-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00523	1corintios	10	16	10:16	523	1corintios-10-16-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00524	1corintios	10	17	10:17	524	1corintios-10-17-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00525	1corintios	10	17	10:17	525	1corintios-10-17-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00526	1corintios	10	18	10:18	526	1corintios-10-18-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00527	1corintios	10	18	10:18	527	1corintios-10-18-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00528	1corintios	10	19	10:19	528	1corintios-10-19-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00529	1corintios	10	19	10:19	529	1corintios-10-19-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00530	1corintios	10	19	10:19	530	1corintios-10-19-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00531	1corintios	10	20	10:20	531	1corintios-10-20-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00532	1corintios	10	20	10:20	532	1corintios-10-20-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00533	1corintios	10	20	10:20	533	1corintios-10-20-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00534	1corintios	10	21	10:21	534	1corintios-10-21-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00535	1corintios	10	21	10:21	535	1corintios-10-21-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00536	1corintios	10	22	10:22	536	1corintios-10-22-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00537	1corintios	10	22	10:22	537	1corintios-10-22-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00538	1corintios	10	23	10:23	538	1corintios-10-23-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00539	1corintios	10	23	10:23	539	1corintios-10-23-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00540	1corintios	10	23	10:23	540	1corintios-10-23-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00541	1corintios	10	23	10:23	541	1corintios-10-23-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00542	1corintios	10	24	10:24	542	1corintios-10-24-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00543	1corintios	10	25	10:25	543	1corintios-10-25-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00544	1corintios	10	27	10:27	544	1corintios-10-27-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00545	1corintios	10	27	10:27	545	1corintios-10-27-P02	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00546	1corintios	10	27	10:27	546	1corintios-10-27-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00547	1corintios	10	28	10:28	547	1corintios-10-28-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00548	1corintios	10	28	10:28	548	1corintios-10-28-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00549	1corintios	10	28	10:28	549	1corintios-10-28-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00550	1corintios	10	29	10:29	550	1corintios-10-29-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00551	1corintios	10	29	10:29	551	1corintios-10-29-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00552	1corintios	10	30	10:30	552	1corintios-10-30-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00553	1corintios	10	30	10:30	553	1corintios-10-30-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00554	1corintios	10	30	10:30	554	1corintios-10-30-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00555	1corintios	10	31	10:31	555	1corintios-10-31-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00556	1corintios	10	31	10:31	556	1corintios-10-31-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00557	1corintios	10	31	10:31	557	1corintios-10-31-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00558	1corintios	10	31	10:31	558	1corintios-10-31-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00559	1corintios	10	32	10:32	559	1corintios-10-32-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00560	1corintios	10	33	10:33	560	1corintios-10-33-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00561	1corintios	10	33	10:33	561	1corintios-10-33-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00562	1corintios	11	1	11:1	562	1corintios-11-1-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00563	1corintios	11	2	11:2	563	1corintios-11-2-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00564	1corintios	11	2	11:2	564	1corintios-11-2-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00565	1corintios	11	2	11:2	565	1corintios-11-2-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00566	1corintios	11	2	11:2	566	1corintios-11-2-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00567	1corintios	11	3	11:3	567	1corintios-11-3-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00568	1corintios	11	3	11:3	568	1corintios-11-3-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00569	1corintios	11	4	11:4	569	1corintios-11-4-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00570	1corintios	11	5	11:5	570	1corintios-11-5-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00571	1corintios	11	5	11:5	571	1corintios-11-5-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00572	1corintios	11	6	11:6	572	1corintios-11-6-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00573	1corintios	11	6	11:6	573	1corintios-11-6-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00574	1corintios	11	6	11:6	574	1corintios-11-6-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00575	1corintios	11	7	11:7	575	1corintios-11-7-P01	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00576	1corintios	11	7	11:7	576	1corintios-11-7-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00577	1corintios	11	8	11:8	577	1corintios-11-8-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00578	1corintios	11	9	11:9	578	1corintios-11-9-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00579	1corintios	11	10	11:10	579	1corintios-11-10-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00580	1corintios	11	13	11:13	580	1corintios-11-13-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00581	1corintios	11	13	11:13	581	1corintios-11-13-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00582	1corintios	11	14	11:14	582	1corintios-11-14-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00583	1corintios	11	14	11:14	583	1corintios-11-14-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00584	1corintios	11	14	11:14	584	1corintios-11-14-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00585	1corintios	11	15	11:15	585	1corintios-11-15-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00586	1corintios	11	15	11:15	586	1corintios-11-15-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00587	1corintios	11	15	11:15	587	1corintios-11-15-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00588	1corintios	11	16	11:16	588	1corintios-11-16-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00589	1corintios	11	16	11:16	589	1corintios-11-16-P02	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00590	1corintios	11	17	11:17	590	1corintios-11-17-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00591	1corintios	11	17	11:17	591	1corintios-11-17-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00592	1corintios	11	18	11:18	592	1corintios-11-18-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00593	1corintios	11	18	11:18	593	1corintios-11-18-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00594	1corintios	11	19	11:19	594	1corintios-11-19-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00595	1corintios	11	19	11:19	595	1corintios-11-19-P02	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00596	1corintios	11	20	11:20	596	1corintios-11-20-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00597	1corintios	11	21	11:21	597	1corintios-11-21-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00598	1corintios	11	21	11:21	598	1corintios-11-21-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00599	1corintios	11	21	11:21	599	1corintios-11-21-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00600	1corintios	11	22	11:22	600	1corintios-11-22-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00601	1corintios	11	22	11:22	601	1corintios-11-22-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00602	1corintios	11	22	11:22	602	1corintios-11-22-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00603	1corintios	11	22	11:22	603	1corintios-11-22-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00604	1corintios	11	22	11:22	604	1corintios-11-22-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00605	1corintios	11	22	11:22	605	1corintios-11-22-P06	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00606	1corintios	11	23	11:23	606	1corintios-11-23-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00607	1corintios	11	23	11:23	607	1corintios-11-23-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00608	1corintios	11	23	11:23	608	1corintios-11-23-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00609	1corintios	11	23	11:23	609	1corintios-11-23-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00610	1corintios	11	24	11:24	610	1corintios-11-24-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00611	1corintios	11	24	11:24	611	1corintios-11-24-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00612	1corintios	11	24	11:24	612	1corintios-11-24-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00613	1corintios	11	24	11:24	613	1corintios-11-24-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00614	1corintios	11	25	11:25	614	1corintios-11-25-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00615	1corintios	11	25	11:25	615	1corintios-11-25-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00616	1corintios	11	25	11:25	616	1corintios-11-25-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00617	1corintios	11	26	11:26	617	1corintios-11-26-P01	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00618	1corintios	11	26	11:26	618	1corintios-11-26-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00619	1corintios	11	26	11:26	619	1corintios-11-26-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00620	1corintios	11	26	11:26	620	1corintios-11-26-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00621	1corintios	11	27	11:27	621	1corintios-11-27-P01	3	1	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00622	1corintios	11	27	11:27	622	1corintios-11-27-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00623	1corintios	11	27	11:27	623	1corintios-11-27-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00624	1corintios	11	28	11:28	624	1corintios-11-28-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00625	1corintios	11	28	11:28	625	1corintios-11-28-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00626	1corintios	11	28	11:28	626	1corintios-11-28-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00627	1corintios	11	29	11:29	627	1corintios-11-29-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00628	1corintios	11	29	11:29	628	1corintios-11-29-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00629	1corintios	11	30	11:30	629	1corintios-11-30-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00630	1corintios	11	31	11:31	630	1corintios-11-31-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00631	1corintios	11	31	11:31	631	1corintios-11-31-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00632	1corintios	11	32	11:32	632	1corintios-11-32-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00633	1corintios	11	32	11:32	633	1corintios-11-32-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00634	1corintios	11	33	11:33	634	1corintios-11-33-P01	0	7	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00635	1corintios	11	34	11:34	635	1corintios-11-34-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00636	1corintios	11	34	11:34	636	1corintios-11-34-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00637	1corintios	11	34	11:34	637	1corintios-11-34-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00638	1corintios	11	34	11:34	638	1corintios-11-34-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00639	1corintios	11	34	11:34	639	1corintios-11-34-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00640	1corintios	12	1	12:1	640	1corintios-12-1-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00641	1corintios	12	2	12:2	641	1corintios-12-2-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00642	1corintios	12	2	12:2	642	1corintios-12-2-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00643	1corintios	12	2	12:2	643	1corintios-12-2-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00644	1corintios	12	3	12:3	644	1corintios-12-3-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00645	1corintios	12	3	12:3	645	1corintios-12-3-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00646	1corintios	12	3	12:3	646	1corintios-12-3-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00647	1corintios	12	4	12:4	647	1corintios-12-4-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00648	1corintios	12	5	12:5	648	1corintios-12-5-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00649	1corintios	12	6	12:6	649	1corintios-12-6-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00650	1corintios	12	7	12:7	650	1corintios-12-7-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00651	1corintios	12	8	12:8	651	1corintios-12-8-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00652	1corintios	12	11	12:11	652	1corintios-12-11-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00653	1corintios	12	11	12:11	653	1corintios-12-11-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00654	1corintios	12	12	12:12	654	1corintios-12-12-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00655	1corintios	12	12	12:12	655	1corintios-12-12-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00656	1corintios	12	12	12:12	656	1corintios-12-12-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00657	1corintios	12	13	12:13	657	1corintios-12-13-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00658	1corintios	12	13	12:13	658	1corintios-12-13-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00659	1corintios	12	14	12:14	659	1corintios-12-14-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00660	1corintios	12	15	12:15	660	1corintios-12-15-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00661	1corintios	12	15	12:15	661	1corintios-12-15-P02	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00662	1corintios	12	15	12:15	662	1corintios-12-15-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00663	1corintios	12	15	12:15	663	1corintios-12-15-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00664	1corintios	12	16	12:16	664	1corintios-12-16-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00665	1corintios	12	16	12:16	665	1corintios-12-16-P02	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00666	1corintios	12	16	12:16	666	1corintios-12-16-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00667	1corintios	12	16	12:16	667	1corintios-12-16-P04	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00668	1corintios	12	18	12:18	668	1corintios-12-18-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
