BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CURRENT_TARGET_CLAUSE	CURRENT_TARGET_SPAN	CANDIDATE_SOURCE_REF	CANDIDATE_SOURCE_CLAUSE	CANDIDATE_SOURCE_SPAN	CANDIDATE_DISTANCE	CANDIDATE_CONFIDENCE	STATUS	NOTES
1corintios	10	7	cn1	μηδὲ	coordinating	negative coordination	C1	μηδὲ εἰδωλολάτραι ==γίνεσθε== καθώς τινες αὐτῶν	1corintios 10:6	C2	==ἐπεθύμησαν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	8	cn1	μηδὲ	coordinating	negative coordination	C1	μηδὲ ==πορνεύωμεν== καθώς τινες αὐτῶν	1corintios 10:7	C4	καὶ ==ἀνέστησαν== παίζειν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	9	cn1	μηδὲ	coordinating	negative coordination	C1	μηδὲ ==ἐκπειράζωμεν== τὸν χριστόν καθώς τινες αὐτῶν	1corintios 10:8	C3	καὶ ==ἔπεσαν== μιᾷ ἡμέρᾳ εἴκοσι τρεῖς χιλιάδες	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	10	cn1	μηδὲ	coordinating	negative coordination	C1	μηδὲ ==γογγύζετε== καθάπερ τινὲς αὐτῶν	1corintios 10:9	C3	==ἀπώλλυντο==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	11	cn1	δὲ	coordinating	coordination	C1	ταῦτα δὲ τυπικῶς ==συνέβαινεν== ἐκείνοις	1corintios 10:10	C3	καὶ ==ἀπώλοντο== ὑπὸ τοῦ ὀλοθρευτοῦ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	12	cn1	ὥστε	subordinating	result/inference	C1	ὥστε ὁ δοκῶν ἑστάναι ==βλεπέτω==	1corintios 10:11	C3	==κατήντηκεν==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	14	cn1	διόπερ	coordinating	inference	C1	διόπερ ἀγαπητοί μου ==φεύγετε== ἀπὸ τῆς εἰδωλολατρίας	1corintios 10:13	C4	ἀλλὰ ==ποιήσει== σὺν τῷ πειρασμῷ καὶ τὴν ἔκβασιν τοῦ δύνασθαι ὑπενεγκεῖν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	15	cn1	ὡς	subordinating	comparison/manner	C1	ὡς φρονίμοις ==λέγω==	1corintios 10:14	C1	διόπερ ἀγαπητοί μου ==φεύγετε== ἀπὸ τῆς εἰδωλολατρίας	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	10	17	cn1	ὅτι	subordinating	content/cause	C1	ὅτι εἷς ἄρτος ἓν σῶμα οἱ πολλοί ==ἐσμεν== οἱ γὰρ πάντες ἐκ τοῦ ἑνὸς ἄρτου	1corintios 10:16	C4	==ἐστιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	10	19	cn1	οὖν	coordinating	inference	C1	τί οὖν ==φημι== ὅτι εἰδωλόθυτόν τί	1corintios 10:18	C2	==εἰσίν==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	20	cn1	ἀλλʼ	coordinating	contrast	C1	ἀλλʼ ὅτι ἃ ==θύουσιν== δαιμονίοις καὶ οὐ θεῷ	1corintios 10:19	C3	==ἐστιν==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	20	cn2	ὅτι	subordinating	content/cause	C1	ἀλλʼ ὅτι ἃ ==θύουσιν== δαιμονίοις καὶ οὐ θεῷ	1corintios 10:19	C3	==ἐστιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	10	22	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ ==παραζηλοῦμεν== τὸν κύριον μὴ ἰσχυρότεροι αὐτοῦ	1corintios 10:21	C2	οὐ ==δύνασθε== τραπέζης κυρίου μετέχειν καὶ τραπέζης δαιμονίων	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	27	cn1	εἴ	subordinating	condition	C1	εἴ τις ==καλεῖ== ὑμᾶς τῶν ἀπίστων	1corintios 10:25	C1	πᾶν τὸ ἐν μακέλλῳ πωλούμενον ==ἐσθίετε== μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	10	28	cn1	ἐὰν	subordinating	condition	C1	ἐὰν δέ τις ὑμῖν ==εἴπῃ== τοῦτο ἱερόθυτόν	1corintios 10:27	C3	==ἐσθίετε== μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	10	28	cn2	δέ	coordinating	coordination	C1	ἐὰν δέ τις ὑμῖν ==εἴπῃ== τοῦτο ἱερόθυτόν	1corintios 10:27	C3	==ἐσθίετε== μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	29	cn1	δὲ	coordinating	coordination	C1	συνείδησιν δὲ ==λέγω== οὐχὶ τὴν ἑαυτοῦ ἀλλὰ τὴν τοῦ ἑτέρου ἱνατί γὰρ ἡ ἐλευθερία μου	1corintios 10:28	C3	μὴ ==ἐσθίετε== διʼ ἐκεῖνον τὸν μηνύσαντα καὶ τὴν συνείδησιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	30	cn1	εἰ	subordinating	condition	C1	εἰ ἐγὼ χάριτι ==μετέχω== τί	1corintios 10:29	C2	==κρίνεται== ὑπὸ ἄλλης συνειδήσεως	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	10	31	cn1	εἴτε	coordinating	alternative	C1	εἴτε οὖν ==ἐσθίετε== εἴτε	1corintios 10:30	C3	==εὐχαριστῶ==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	31	cn2	οὖν	coordinating	inference	C1	εἴτε οὖν ==ἐσθίετε== εἴτε	1corintios 10:30	C3	==εὐχαριστῶ==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	32	cn1	καὶ	coordinating	coordination	C1	ἀπρόσκοποι καὶ ἰουδαίοις ==γίνεσθε== καὶ ἕλλησιν καὶ τῇ ἐκκλησίᾳ τοῦ θεοῦ	1corintios 10:31	C4	==ποιεῖτε==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	33	cn1	καθὼς	subordinating	comparison/manner	C1	καθὼς κἀγὼ πάντα πᾶσιν ==ἀρέσκω== μὴ ζητῶν τὸ ἐμαυτοῦ σύμφορον ἀλλὰ τὸ τῶν πολλῶν	1corintios 10:32	C1	ἀπρόσκοποι καὶ ἰουδαίοις ==γίνεσθε== καὶ ἕλλησιν καὶ τῇ ἐκκλησίᾳ τοῦ θεοῦ	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	11	4	cn1	ἢ	coordinating	alternative/comparison	C1	πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ κεφαλῆς ἔχων ==καταισχύνει== τὴν κεφαλὴν αὐτοῦ	1corintios 11:3	C2	==ἐστιν== κεφαλὴ δὲ γυναικὸς ὁ ἀνήρ κεφαλὴ δὲ τοῦ χριστοῦ ὁ θεός	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	5	cn1	δὲ	coordinating	coordination	C1	πᾶσα δὲ γυνὴ προσευχομένη ἢ προφητεύουσα ἀκατακαλύπτῳ τῇ κεφαλῇ ==καταισχύνει== τὴν κεφαλὴν αὐτῆς ἓν γάρ	1corintios 11:4	C1	πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ κεφαλῆς ἔχων ==καταισχύνει== τὴν κεφαλὴν αὐτοῦ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	5	cn2	ἢ	coordinating	alternative/comparison	C1	πᾶσα δὲ γυνὴ προσευχομένη ἢ προφητεύουσα ἀκατακαλύπτῳ τῇ κεφαλῇ ==καταισχύνει== τὴν κεφαλὴν αὐτῆς ἓν γάρ	1corintios 11:4	C1	πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ κεφαλῆς ἔχων ==καταισχύνει== τὴν κεφαλὴν αὐτοῦ	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	6	cn1	εἰ	subordinating	condition	C1	εἰ γὰρ οὐ ==κατακαλύπτεται== γυνή	1corintios 11:5	C2	==ἐστιν== καὶ τὸ αὐτὸ τῇ ἐξυρημένῃ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	11	6	cn2	γὰρ	coordinating	cause/ground	C1	εἰ γὰρ οὐ ==κατακαλύπτεται== γυνή	1corintios 11:5	C2	==ἐστιν== καὶ τὸ αὐτὸ τῇ ἐξυρημένῃ	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	7	cn1	γὰρ	coordinating	cause/ground	C1	ἀνὴρ μὲν γὰρ οὐκ ==ὀφείλει== κατακαλύπτεσθαι τὴν κεφαλήν εἰκὼν καὶ δόξα θεοῦ ὑπάρχων ἡ γυνὴ δὲ δόξα ἀνδρός	1corintios 11:6	C3	==κατακαλυπτέσθω==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	8	cn2	γάρ	coordinating	cause/ground	C1	οὐ γάρ ==ἐστιν== ἀνὴρ ἐκ γυναικός ἀλλὰ γυνὴ ἐξ ἀνδρός	1corintios 11:7	C2	==ἐστιν==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	9	cn1	καὶ	coordinating	coordination	C1	καὶ γὰρ οὐκ ==ἐκτίσθη== ἀνὴρ διὰ τὴν γυναῖκα ἀλλὰ γυνὴ διὰ τὸν ἄνδρα	1corintios 11:8	C1	οὐ γάρ ==ἐστιν== ἀνὴρ ἐκ γυναικός ἀλλὰ γυνὴ ἐξ ἀνδρός	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	9	cn2	γὰρ	coordinating	cause/ground	C1	καὶ γὰρ οὐκ ==ἐκτίσθη== ἀνὴρ διὰ τὴν γυναῖκα ἀλλὰ γυνὴ διὰ τὸν ἄνδρα	1corintios 11:8	C1	οὐ γάρ ==ἐστιν== ἀνὴρ ἐκ γυναικός ἀλλὰ γυνὴ ἐξ ἀνδρός	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	14	cn1	οὐδὲ	coordinating	negative coordination	C1	οὐδὲ ἡ φύσις αὐτὴ ==διδάσκει== ὑμᾶς ὅτι ἀνὴρ μὲν	1corintios 11:13	C2	==ἐστὶν== γυναῖκα ἀκατακάλυπτον τῷ θεῷ προσεύχεσθαι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	15	cn1	δὲ	coordinating	coordination	C1	γυνὴ δὲ ἐὰν ==κομᾷ== δόξα αὐτῇ	1corintios 11:14	C3	==ἐστιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	15	cn2	ἐὰν	subordinating	condition	C1	γυνὴ δὲ ἐὰν ==κομᾷ== δόξα αὐτῇ	1corintios 11:14	C3	==ἐστιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	11	16	cn1	εἰ	subordinating	condition	C1	εἰ δέ τις ==δοκεῖ== φιλόνεικος εἶναι ἡμεῖς τοιαύτην συνήθειαν	1corintios 11:15	C3	==δέδοται==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	11	16	cn2	δέ	coordinating	coordination	C1	εἰ δέ τις ==δοκεῖ== φιλόνεικος εἶναι ἡμεῖς τοιαύτην συνήθειαν	1corintios 11:15	C3	==δέδοται==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	17	cn1	δὲ	coordinating	coordination	C1	τοῦτο δὲ παραγγέλλων οὐκ ==ἐπαινῶ== ὅτι οὐκ εἰς τὸ κρεῖσσον ἀλλὰ εἰς τὸ ἧσσον	1corintios 11:16	C2	οὐκ ==ἔχομεν== οὐδὲ αἱ ἐκκλησίαι τοῦ θεοῦ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	18	cn1	γὰρ	coordinating	cause/ground	C1	πρῶτον μὲν γὰρ συνερχομένων ὑμῶν ἐν ἐκκλησίᾳ ==ἀκούω== σχίσματα ἐν ὑμῖν ὑπάρχειν καὶ μέρος τι	1corintios 11:17	C2	==συνέρχεσθε==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	20	cn1	οὖν	coordinating	inference	C1	συνερχομένων οὖν ὑμῶν ἐπὶ τὸ αὐτὸ οὐκ ==ἔστιν== κυριακὸν δεῖπνον φαγεῖν	1corintios 11:19	C2	==γένωνται== ἐν ὑμῖν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	21	cn1	γὰρ	coordinating	cause/ground	C1	ἕκαστος γὰρ τὸ ἴδιον δεῖπνον ==προλαμβάνει== ἐν τῷ φαγεῖν καὶ ὃς μὲν	1corintios 11:20	C1	συνερχομένων οὖν ὑμῶν ἐπὶ τὸ αὐτὸ οὐκ ==ἔστιν== κυριακὸν δεῖπνον φαγεῖν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	22	cn2	γὰρ	coordinating	cause/ground	C1	μὴ γὰρ οἰκίας οὐκ ==ἔχετε== εἰς τὸ ἐσθίειν καὶ πίνειν ἢ τῆς ἐκκλησίας τοῦ θεοῦ	1corintios 11:21	C3	δὲ ==μεθύει==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	23	cn1	γὰρ	coordinating	cause/ground	C1	ἐγὼ γὰρ ==παρέλαβον== ἀπὸ τοῦ κυρίου ὃ	1corintios 11:22	C6	οὐκ ==ἐπαινῶ==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	24	cn1	καὶ	coordinating	coordination	C1	καὶ εὐχαριστήσας ==ἔκλασεν==	1corintios 11:23	C4	==ἔλαβεν== ἄρτον	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	25	cn1	καὶ	coordinating	coordination	C1	ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι λέγων τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ==ἐστὶν== ἐν τῷ ἐμῷ αἵματι τοῦτο	1corintios 11:24	C4	==ποιεῖτε== εἰς τὴν ἐμὴν ἀνάμνησιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	26	cn1	γὰρ	coordinating	cause/ground	C1	ὁσάκις γὰρ ἐὰν ==ἐσθίητε== τὸν ἄρτον τοῦτον καὶ τὸ ποτήριον	1corintios 11:25	C3	ἐὰν ==πίνητε== εἰς τὴν ἐμὴν ἀνάμνησιν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	26	cn2	ἐὰν	subordinating	condition	C1	ὁσάκις γὰρ ἐὰν ==ἐσθίητε== τὸν ἄρτον τοῦτον καὶ τὸ ποτήριον	1corintios 11:25	C3	ἐὰν ==πίνητε== εἰς τὴν ἐμὴν ἀνάμνησιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	11	27	cn1	ὥστε	subordinating	result/inference	C1	ὥστε ὃς ἂν ==ἐσθίῃ== τὸν ἄρτον	1corintios 11:26	C4	==ἔλθῃ==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	29	cn1	γὰρ	coordinating	cause/ground	C1	ὁ γὰρ ἐσθίων καὶ πίνων κρίμα ἑαυτῷ ==ἐσθίει==	1corintios 11:28	C3	==πινέτω==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	29	cn2	καὶ	coordinating	coordination	C1	ὁ γὰρ ἐσθίων καὶ πίνων κρίμα ἑαυτῷ ==ἐσθίει==	1corintios 11:28	C3	==πινέτω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	30	cn1	καὶ	coordinating	coordination	C1	διὰ τοῦτο ἐν ὑμῖν πολλοὶ ἀσθενεῖς καὶ ἄρρωστοι καὶ ==κοιμῶνται== ἱκανοί	1corintios 11:29	C2	καὶ ==πίνει== μὴ διακρίνων τὸ σῶμα	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	30	cn2	καὶ	coordinating	coordination	C1	διὰ τοῦτο ἐν ὑμῖν πολλοὶ ἀσθενεῖς καὶ ἄρρωστοι καὶ ==κοιμῶνται== ἱκανοί	1corintios 11:29	C2	καὶ ==πίνει== μὴ διακρίνων τὸ σῶμα	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	31	cn1	εἰ	subordinating	condition	C1	εἰ δὲ ἑαυτοὺς ==διεκρίνομεν== οὐκ ἂν	1corintios 11:30	C1	διὰ τοῦτο ἐν ὑμῖν πολλοὶ ἀσθενεῖς καὶ ἄρρωστοι καὶ ==κοιμῶνται== ἱκανοί	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	11	31	cn2	δὲ	coordinating	coordination	C1	εἰ δὲ ἑαυτοὺς ==διεκρίνομεν== οὐκ ἂν	1corintios 11:30	C1	διὰ τοῦτο ἐν ὑμῖν πολλοὶ ἀσθενεῖς καὶ ἄρρωστοι καὶ ==κοιμῶνται== ἱκανοί	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	32	cn1	δὲ	coordinating	coordination	C1	κρινόμενοι δὲ ὑπὸ κυρίου ==παιδευόμεθα== ἵνα μὴ σὺν τῷ κόσμῳ	1corintios 11:31	C2	==ἐκρινόμεθα==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	11	33	cn1	ὥστε	subordinating	result/inference	C1	ὥστε ἀδελφοί μου συνερχόμενοι εἰς τὸ φαγεῖν ἀλλήλους ==ἐκδέχεσθε==	1corintios 11:32	C2	==κατακριθῶμεν==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	11	34	cn1	εἴ	subordinating	condition	C1	εἴ τις ==πεινᾷ== ἐν οἴκῳ	1corintios 11:33	C1	ὥστε ἀδελφοί μου συνερχόμενοι εἰς τὸ φαγεῖν ἀλλήλους ==ἐκδέχεσθε==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	12	1	cn1	δὲ	coordinating	coordination	C1	περὶ δὲ τῶν πνευματικῶν ἀδελφοί οὐ ==θέλω== ὑμᾶς ἀγνοεῖν	1corintios 11:34	C5	==διατάξομαι==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	12	3	cn1	διὸ	coordinating	inference	C1	διὸ ==γνωρίζω== ὑμῖν ὅτι οὐδεὶς ἐν πνεύματι θεοῦ λαλῶν	1corintios 12:2	C3	==ἤγεσθε== ἀπαγόμενοι	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	12	4	cn1	δὲ	coordinating	coordination	C1	διαιρέσεις δὲ χαρισμάτων ==εἰσίν== τὸ δὲ αὐτὸ πνεῦμα	1corintios 12:3	C3	==δύναται== εἰπεῖν κύριος ἰησοῦς εἰ μὴ ἐν πνεύματι ἁγίῳ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	12	5	cn1	καὶ	coordinating	coordination	C1	καὶ διαιρέσεις διακονιῶν ==εἰσιν== καὶ ὁ αὐτὸς κύριος	1corintios 12:4	C1	διαιρέσεις δὲ χαρισμάτων ==εἰσίν== τὸ δὲ αὐτὸ πνεῦμα	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	12	6	cn1	καὶ	coordinating	coordination	C1	καὶ διαιρέσεις ἐνεργημάτων ==εἰσίν== ὁ δὲ αὐτὸς θεός ὁ ἐνεργῶν τὰ πάντα ἐν πᾶσιν	1corintios 12:5	C1	καὶ διαιρέσεις διακονιῶν ==εἰσιν== καὶ ὁ αὐτὸς κύριος	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	12	7	cn1	δὲ	coordinating	coordination	C1	ἑκάστῳ δὲ ==δίδοται== ἡ φανέρωσις τοῦ πνεύματος πρὸς τὸ συμφέρον	1corintios 12:6	C1	καὶ διαιρέσεις ἐνεργημάτων ==εἰσίν== ὁ δὲ αὐτὸς θεός ὁ ἐνεργῶν τὰ πάντα ἐν πᾶσιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	12	8	cn1	γὰρ	coordinating	cause/ground	C1	ᾧ μὲν γὰρ διὰ τοῦ πνεύματος ==δίδοται== λόγος σοφίας ἄλλῳ δὲ λόγος γνώσεως κατὰ τὸ αὐτὸ πνεῦμα	1corintios 12:7	C1	ἑκάστῳ δὲ ==δίδοται== ἡ φανέρωσις τοῦ πνεύματος πρὸς τὸ συμφέρον	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
