greek_span	nbla_span	count	first_seen	last_seen	alignment_types
Τοῦτο	esto lo	1	1cor 7:6	1cor 7:6	expanded
Χλόης	de cloé	1	1cor 1:11	1cor 1:11	expanded
Χριστοῦ	de cristo	1	1corintios 7:22	1corintios 7:22	expanded
αἰνίγματι	entonces	1	1corintios 13:12	1corintios 13:12	direct
αἰσχρὸν	deshonroso	1	1corintios 11:6	1corintios 11:6	direct
αἰσχρὸν	es	1	1corintios 14:35	1corintios 14:35	direct
αἰτοῦσιν	piden	1	1cor 1:22	1cor 1:22	direct
αἰώνων	siglos	1	1cor 2:7	1cor 2:7	direct
αἰῶνι	mundo	1	1cor 3:18	1cor 3:18	expanded
αἱ	que	1	1corintios 14:22	1corintios 14:22	direct
αἱρέσεις	entre	1	1corintios 11:19	1corintios 11:19	direct
αἵματι	sangre	1	1corintios 11:25	1corintios 11:25	direct
αἵματος	sangre	1	1corintios 11:27	1corintios 11:27	direct
αὐλούμενον	se toca en la flauta	1	1corintios 14:7	1corintios 14:7	expanded
αὐλὸς	flauta	1	1corintios 14:7	1corintios 14:7	direct
αὐξάνων	da el crecimiento	1	1cor 3:7	1cor 3:7	expanded
αὐτήν	la	1	1cor 7:12	1cor 7:12	direct
αὐταῖς	permitido	1	1corintios 14:34	1corintios 14:34	direct
αὐτοῖς	propio	1	1corintios 11:13	1corintios 11:13	direct
αὐτοῖς	para ellos	1	1cor 7:8	1cor 7:8	expanded
αὐτοῦ	suya	1	1cor 1:30	1cor 1:30	direct
αὐτοῦ	su	1	1cor 1:9	1cor 1:9	direct
αὐτοῦ	corazón	1	1corintios 14:25	1corintios 14:25	direct
αὐτοῦ	presión	1	1corintios 7:37	1corintios 7:37	direct
αὐτὸ	alimento	1	1corintios 10:3	1corintios 10:3	direct
αὐτὸ	misma	1	1corintios 10:4	1corintios 10:4	direct
αὐτὸ	que	1	1corintios 11:5	1corintios 11:5	direct
αὐτὸ	espíritu	1	1corintios 12:11	1corintios 12:11	direct
αὐτὸ	el	1	1corintios 12:8	1corintios 12:8	direct
αὐτὸ	hablan	1	1corintios 14:23	1corintios 14:23	direct
αὐτὸς	el	1	1corintios 12:5	1corintios 12:5	direct
αὐτὸς	mismo	1	1corintios 12:6	1corintios 12:6	direct
αὐτῆς	porque	1	1corintios 11:5	1corintios 11:5	direct
αὐτῆς	ella	1	1cor 7:13	1cor 7:13	direct
αὐτῇ	mismo	1	1cor 1:10	1cor 1:10	direct
αὐτῇ	a ella	1	1corintios 11:15	1corintios 11:15	expanded
αὐτῶν	de ellos	1	1cor 1:2	1cor 1:2	expanded
αὐτῶν	miembros	1	1corintios 12:18	1corintios 12:18	direct
αὐτῶν	beneficio	1	1corintios 7:35	1corintios 7:35	direct
αὐτῷ	le	1	1corintios 11:14	1corintios 11:14	direct
αὐτῷ	espíritu	1	1corintios 12:9	1corintios 12:9	direct
αὐτῷ	para él	1	1cor 2:14	1cor 2:14	expanded
αὕτη	ella	1	1cor 7:12	1cor 7:12	direct
αὕτη	esta	1	1corintios 9:3	1corintios 9:3	direct
βάθη	profundidades	1	1cor 2:10	1cor 2:10	direct
βάρβαρος	un extranjero	1	1corintios 14:11	1corintios 14:11	expanded
βάρβαρος	será un extranjero	1	1corintios 14:11	1corintios 14:11	expanded
βαπτίζειν	a bautizar	1	1cor 1:17	1cor 1:17	expanded
βασιλεία	reino	1	1cor 4:20	1cor 4:20	direct
βεβαιώσει	confirmará	1	1cor 1:8	1cor 1:8	direct
βιωτικά	asuntos de esta vida	1	1cor 6:3	1cor 6:3	expanded
βιωτικὰ	de esta vida	1	1cor 6:4	1cor 6:4	expanded
βλέπετε	pero tengan cuidado no sea que esta libertad de ustedes de alguna manera se convierta en piedra de tropiezo para el débil	1	1corintios 8:9	1corintios 8:9	expanded
βλέπομεν	porque	1	1corintios 13:12	1corintios 13:12	direct
βλεπέτω	tenga cuidado	1	1cor 3:10	1cor 3:10	expanded
βουλὰς	designios	1	1cor 4:5	1cor 4:5	direct
βούλεται	voluntad	1	1corintios 12:11	1corintios 12:11	direct
βραβεῖον	el	1	1corintios 9:24	1corintios 9:24	direct
βρόχον	lo	1	1corintios 7:35	1corintios 7:35	direct
βρώμασιν	alimentos	1	1cor 6:13	1cor 6:13	direct
βρώματα	alimentos son	1	1cor 6:13	1cor 6:13	expanded
βρῶμα	alimento sólido	1	1cor 3:2	1cor 3:2	expanded
βρῶμα	pero la comida no nos recomendará a dios	1	1corintios 8:8	1corintios 8:8	expanded
γάλα	leche	1	1cor 3:2	1cor 3:2	direct
γάρ	porque nosotros	1	1cor 3:9	1cor 3:9	expanded
γάϊον	a gayo	1	1cor 1:14	1cor 1:14	expanded
γέγονα	como	1	1corintios 13:1	1corintios 13:1	direct
γέγονα	llegué a ser	1	1corintios 13:11	1corintios 13:11	expanded
γέγραπται	por	1	1corintios 14:21	1corintios 14:21	direct
γέγραπται	escrito está	1	1cor 3:19	1cor 3:19	expanded
γένη	diversas clases de	1	1corintios 12:10	1corintios 12:10	expanded
γένη	clases	1	1corintios 12:28	1corintios 12:28	direct
γένη	variedades	1	1corintios 14:10	1corintios 14:10	direct
γένηται	llegar a ser	1	1cor 3:18	1cor 3:18	expanded
γήμῃ	virgen	1	1corintios 7:28	1corintios 7:28	direct
γίνεσθαι	que se haga	1	1corintios 7:36	1corintios 7:36	expanded
γίνεσθε	niños	1	1corintios 14:20	1corintios 14:20	direct
γίνεσθε	se hagan	1	1corintios 7:23	1corintios 7:23	expanded
γίνεται	al	1	1corintios 14:25	1corintios 14:25	direct
γαμήσας	se	1	1corintios 7:33	1corintios 7:33	direct
γαμήσασα	las	1	1corintios 7:34	1corintios 7:34	direct
γαμήσῃς	no	1	1corintios 7:28	1corintios 7:28	direct
γαμίζων	el que da en matrimonio	1	1corintios 7:38	1corintios 7:38	expanded
γαμείτωσαν	que se case	1	1corintios 7:36	1corintios 7:36	expanded
γαμηθῆναι	de casarse con	1	1corintios 7:39	1corintios 7:39	expanded
γαμησάτωσαν	cásense que	1	1cor 7:9	1cor 7:9	expanded
γαμῆσαι	casarse	1	1cor 7:9	1cor 7:9	direct
γεγαμηκόσιν	casados	1	1cor 7:10	1cor 7:10	direct
γενέσθαι	tu	1	1corintios 7:21	1corintios 7:21	direct
γενέσθω	hágase	1	1cor 3:18	1cor 3:18	direct
γενήσεται	se hará	1	1cor 3:13	1cor 3:13	expanded
γενήσεται	recibirá	1	1cor 4:5	1cor 4:5	expanded
γεώργιον	el campo de cultivo	1	1cor 3:9	1cor 3:9	expanded
γινέσθω	que se haga	1	1corintios 14:26	1corintios 14:26	expanded
γινέσθω	orden	1	1corintios 14:40	1corintios 14:40	direct
γινώσκει	conoce	1	1cor 3:20	1cor 3:20	direct
γινώσκομεν	conocemos	1	1corintios 13:9	1corintios 13:9	direct
γινώσκω	parte	1	1corintios 13:12	1corintios 13:12	direct
γλωσσῶν	lenguas	1	1corintios 12:10	1corintios 12:10	direct
γλώσσαις	hablara	1	1corintios 13:1	1corintios 13:1	direct
γλώσσαις	algunos	1	1corintios 14:23	1corintios 14:23	direct
γλώσσαις	pero	1	1corintios 14:5	1corintios 14:5	direct
γλώσσαις	menos	1	1corintios 14:5	1corintios 14:5	direct
γλώσσης	la	1	1corintios 14:9	1corintios 14:9	direct
γλώσσῃ	oro	1	1corintios 14:14	1corintios 14:14	direct
γλῶσσαι	lenguas	1	1corintios 13:8	1corintios 13:8	direct
γλῶσσαι	las	1	1corintios 14:22	1corintios 14:22	direct
γλῶσσαν	lenguas	1	1corintios 14:26	1corintios 14:26	direct
γνωρίζω	tanto	1	1corintios 12:3	1corintios 12:3	direct
γνωρίζω	ahora	1	1corintios 15:1	1corintios 15:1	direct
γνωσθήσεται	se sabrá	1	1corintios 14:7	1corintios 14:7	expanded
γνωσθήσεται	sabrá	1	1corintios 14:9	1corintios 14:9	direct
γνώμην	señor	1	1corintios 7:25	1corintios 7:25	direct
γνώμῃ	parecer	1	1cor 1:10	1cor 1:10	direct
γνώσει	hermano	1	1corintios 8:11	1corintios 8:11	direct
γνώσεως	de	1	1corintios 12:8	1corintios 12:8	direct
γνώσομαι	conoceré	1	1cor 4:19	1cor 4:19	direct
γνῶναι	entender	1	1cor 2:14	1cor 2:14	direct
γνῶναι	saber	1	1cor 8:2	1cor 8:2	direct
γνῶσιν	y	1	1corintios 13:2	1corintios 13:2	direct
γνῶσιν	el	1	1corintios 8:1	1corintios 8:1	direct
γνῶσις	conocimiento	1	1corintios 13:8	1corintios 13:8	direct
γνῶσις	pero	1	1corintios 8:1	1corintios 8:1	direct
γνῶσις	algunos	1	1corintios 8:7	1corintios 8:7	direct
γογγύζετε	murmuren	1	1corintios 10:10	1corintios 10:10	direct
γραμματεύς	el escriba	1	1cor 1:20	1cor 1:20	expanded
γυμνιτεύομεν	andamos mal vestidos	1	1cor 4:11	1cor 4:11	expanded
γυνή	la mujer	1	1corintios 11:6	1corintios 11:6	expanded
γυνή	mujer	1	1cor 7:4	1cor 7:4	direct
γυναικί;	a mujer	1	1corintios 7:27	1corintios 7:27	expanded
γυναικός	las	1	1corintios 11:12	1corintios 11:12	direct
γυναικός	mujer sino	1	1corintios 11:8	1corintios 11:8	expanded
γυναικός;	mujer	1	1corintios 7:27	1corintios 7:27	direct
γυναικὶ	para la mujer	1	1corintios 11:6	1corintios 11:6	expanded
γυναικὶ	que	1	1corintios 14:35	1corintios 14:35	direct
γυναικὶ	su mujer	1	1cor 7:3	1cor 7:3	expanded
γυναικὸς	el hombre	1	1corintios 11:11	1corintios 11:11	expanded
γυναικὸς	la	1	1corintios 11:3	1corintios 11:3	direct
γυναικὸς	mujer	1	1cor 7:1	1cor 7:1	direct
γυναῖκά	la mujer	1	1cor 5:1	1cor 5:1	expanded
γυναῖκα	ore a dios	1	1corintios 11:13	1corintios 11:13	expanded
γυναῖκα	la mujer	1	1cor 7:10	1cor 7:10	expanded
γυναῖκα	a su mujer	1	1cor 7:11	1cor 7:11	expanded
γυναῖκα	una mujer	1	1cor 7:12	1cor 7:12	expanded
γυναῖκα	con nosotros una	1	1corintios 9:5	1corintios 9:5	expanded
γυναῖκας	mujer	1	1corintios 7:29	1corintios 7:29	direct
γυναῖκες	mujeres	1	1corintios 14:34	1corintios 14:34	direct
γυνὴ	símbolo de	1	1corintios 11:10	1corintios 11:10	expanded
γυνὴ	el señor	1	1corintios 11:11	1corintios 11:11	expanded
γυνὴ	que tiene	1	1corintios 11:5	1corintios 11:5	expanded
γυνὴ	a causa	1	1corintios 11:9	1corintios 11:9	expanded
γυνὴ	mujer lo cumpla	1	1cor 7:3	1cor 7:3	expanded
γυνὴ	mujer que	1	1corintios 7:34	1corintios 7:34	expanded
γύναι	tú mujer	1	1cor 7:16	1cor 7:16	expanded
γὰρ	que	1	1corintios 10:1	1corintios 10:1	direct
γὰρ	de	1	1corintios 10:4	1corintios 10:4	direct
γὰρ	por	1	1corintios 10:5	1corintios 10:5	direct
γὰρ	así	1	1corintios 11:12	1corintios 11:12	direct
γὰρ	primer	1	1corintios 11:18	1corintios 11:18	direct
γὰρ	es	1	1corintios 11:19	1corintios 11:19	direct
γὰρ	comer	1	1corintios 11:21	1corintios 11:21	direct
γὰρ	tienen	1	1corintios 11:22	1corintios 11:22	direct
γὰρ	un	1	1corintios 12:13	1corintios 12:13	direct
γὰρ	cuerpo	1	1corintios 12:14	1corintios 12:14	direct
γὰρ	uno	1	1corintios 12:8	1corintios 12:8	direct
γὰρ	ahora	1	1corintios 13:12	1corintios 13:12	direct
γὰρ	parte	1	1corintios 13:9	1corintios 13:9	direct
γὰρ	bien	1	1corintios 14:17	1corintios 14:17	direct
γὰρ	todos	1	1corintios 14:31	1corintios 14:31	direct
γὰρ	les	1	1corintios 14:34	1corintios 14:34	direct
γὰρ	la	1	1corintios 14:8	1corintios 14:8	direct
γὰρ	pero	1	1cor 2:10	1cor 2:10	direct
γὰρ	tu	1	1corintios 8:11	1corintios 8:11	direct
γὰρ	haya	1	1corintios 8:5	1corintios 8:5	direct
γῆς	por	1	1corintios 8:5	1corintios 8:5	direct
δέ	entra	1	1corintios 14:24	1corintios 14:24	direct
δέ	bien	1	1corintios 14:6	1corintios 14:6	direct
δέ	ahora bien	1	1cor 3:12	1cor 3:12	expanded
δέ	esto	1	1corintios 7:29	1corintios 7:29	direct
δέδεσαι	estás unido	1	1corintios 7:27	1corintios 7:27	expanded
δέδεται	está ligada	1	1corintios 7:39	1corintios 7:39	expanded
δέδοται	es dado	1	1corintios 11:15	1corintios 11:15	expanded
δέχεται	acepta	1	1cor 2:14	1cor 2:14	direct
δίδοται	se le da	1	1corintios 12:7	1corintios 12:7	expanded
δίδοται	sabiduría	1	1corintios 12:8	1corintios 12:8	direct
δίδωμι	mi	1	1corintios 7:25	1corintios 7:25	direct
δείκνυμι	excelente	1	1corintios 12:31	1corintios 12:31	direct
δεδικαίωμαι	estoy sin culpa	1	1cor 4:4	1cor 4:4	expanded
δεδούλωται	están obligados	1	1cor 7:15	1cor 7:15	expanded
δειπνῆσαι	haber cenado	1	1corintios 11:25	1corintios 11:25	expanded
δεύτερον	lugar	1	1corintios 12:28	1corintios 12:28	direct
δεῖ	porque	1	1corintios 11:19	1corintios 11:19	direct
δεῖ	debe	1	1cor 8:2	1cor 8:2	direct
δεῖπνον	la cena	1	1corintios 11:20	1corintios 11:20	expanded
δεῖπνον	toma	1	1corintios 11:21	1corintios 11:21	direct
δηλώσει	la dará a conocer	1	1cor 3:13	1cor 3:13	expanded
διʼ	por medio de	1	1cor 1:9	1cor 1:9	expanded
διʼ	por	1	1corintios 13:12	1corintios 13:12	direct
διʼ	mediante	1	1cor 3:5	1cor 3:5	direct
διʼ	por amor a	1	1cor 4:6	1cor 4:6	expanded
διʼ	cristo	1	1corintios 8:11	1corintios 8:11	direct
διʼ	por quien son todas las cosas	1	1corintios 8:6	1corintios 8:6	expanded
διάκονοι	servidores	1	1cor 3:5	1cor 3:5	direct
διέταξεν	los	1	1corintios 9:14	1corintios 9:14	direct
διαθήκη	pacto	1	1corintios 11:25	1corintios 11:25	direct
διαιρέσεις	ahora	1	1corintios 12:4	1corintios 12:4	direct
διαιρέσεις	de	1	1corintios 12:5	1corintios 12:5	direct
διαιρέσεις	diversidad	1	1corintios 12:6	1corintios 12:6	direct
διαιροῦν	individualmente	1	1corintios 12:11	1corintios 12:11	direct
διακονιῶν	ministerios	1	1corintios 12:5	1corintios 12:5	direct
διακρίνει	distingue	1	1cor 4:7	1cor 4:7	direct
διακρίνων	discernir correctamente	1	1corintios 11:29	1corintios 11:29	expanded
διακρίσεις	discernimiento	1	1corintios 12:10	1corintios 12:10	direct
διακρῖναι	juzgar	1	1cor 6:5	1cor 6:5	direct
διαλογισμοὺς	razonamientos	1	1cor 3:20	1cor 3:20	direct
διαστολὴν	con distinción	1	1corintios 14:7	1corintios 14:7	expanded
διατάσσομαι	iglesias	1	1corintios 7:17	1corintios 7:17	direct
διδάσκαλοι	maestros	1	1corintios 12:29	1corintios 12:29	direct
διδάσκει	enseña	1	1corintios 11:14	1corintios 11:14	direct
διδάσκω	yo enseño	1	1cor 4:17	1cor 4:17	expanded
διδακτοῖς	enseñadas	1	1cor 2:13	1cor 2:13	direct
διδακτοῖς	las enseñadas	1	1cor 2:13	1cor 2:13	expanded
διδασκάλους	milagros	1	1corintios 12:28	1corintios 12:28	direct
διδαχὴν	enseñanza	1	1corintios 14:26	1corintios 14:26	direct
διδαχῇ	enseñanza	1	1corintios 14:6	1corintios 14:6	direct
διδόντα	al producir un	1	1corintios 14:7	1corintios 14:7	expanded
διεκρίνομεν	nos juzgáramos a	1	1corintios 11:31	1corintios 11:31	expanded
διερμηνευέτω	interprete	1	1corintios 14:27	1corintios 14:27	direct
διερμηνευτής	intérprete	1	1corintios 14:28	1corintios 14:28	direct
διερμηνεύῃ	pueda interpretar	1	1corintios 14:13	1corintios 14:13	expanded
διερμηνεύῃ	interprete	1	1corintios 14:5	1corintios 14:5	direct
δικαιοσύνη	justificación	1	1cor 1:30	1cor 1:30	direct
διψῶμεν	sed	1	1cor 4:11	1cor 4:11	direct
διωκόμενοι	cuando somos perseguidos	1	1cor 4:12	1cor 4:12	expanded
διόπερ	por tanto amados míos huyan	1	1corintios 10:14	1corintios 10:14	expanded
διόπερ	por tanto si la comida hace que mi hermano caiga en pecado	1	1corintios 8:13	1corintios 8:13	expanded
διώκετε	procuren	1	1corintios 14:1	1corintios 14:1	direct
διὰ	por medio de	1	1cor 1:21	1cor 1:21	expanded
διὰ	mar	1	1corintios 10:1	1corintios 10:1	expanded
διὰ	por tanto la	1	1corintios 11:10	1corintios 11:10	expanded
διὰ	los ángeles	1	1corintios 11:10	1corintios 11:10	expanded
διὰ	la mujer y	1	1corintios 11:12	1corintios 11:12	expanded
διὰ	por esta razón	1	1corintios 11:30	1corintios 11:30	expanded
διὰ	a causa de	1	1corintios 11:9	1corintios 11:9	expanded
διὰ	del hombre	1	1corintios 11:9	1corintios 11:9	expanded
διὰ	le es dada	1	1corintios 12:8	1corintios 12:8	expanded
διὰ	menos de que	1	1corintios 14:9	1corintios 14:9	expanded
διὰ	a través del	1	1cor 3:15	1cor 3:15	expanded
διὰ	por amor de	1	1cor 4:10	1cor 4:10	expanded
διὰ	obstante por razón de	1	1cor 7:2	1cor 7:2	expanded
διὰ	vista de la	1	1corintios 7:26	1corintios 7:26	expanded
διὰ	por causa de	1	1cor 7:5	1cor 7:5	expanded
διὰ	por amor del	1	1corintios 9:23	1corintios 9:23	expanded
διὸ	por	1	1corintios 12:3	1corintios 12:3	direct
διὸ	por tanto	1	1corintios 14:13	1corintios 14:13	expanded
δοθείσῃ	fue dada	1	1cor 1:4	1cor 1:4	direct
δοθεῖσάν	fue dada	1	1cor 3:10	1cor 3:10	expanded
δοκεῖ	parece ser	1	1corintios 11:16	1corintios 11:16	expanded
δοκεῖ	alguien piensa	1	1corintios 14:37	1corintios 14:37	expanded
δοκεῖ	se cree	1	1cor 3:18	1cor 3:18	expanded
δοκεῖ	cree que	1	1cor 8:2	1cor 8:2	expanded
δοκιμάσει	probará	1	1cor 3:13	1cor 3:13	direct
δοκιμαζέτω	por	1	1corintios 11:28	1corintios 11:28	direct
δοκοῦμεν	que estimamos	1	1corintios 12:23	1corintios 12:23	expanded
δοκοῦντα	que parecen	1	1corintios 12:22	1corintios 12:22	expanded
δοκῶ	pienso que	1	1cor 4:9	1cor 4:9	expanded
δοκῶ	creo	1	1corintios 7:40	1corintios 7:40	direct
δοξάζεται	es honrado	1	1corintios 12:26	1corintios 12:26	expanded
δοξάσατε	glorifiquen	1	1cor 6:20	1cor 6:20	direct
δοὺς	dando mayor	1	1corintios 12:24	1corintios 12:24	expanded
δοῦλοι	libres	1	1corintios 12:13	1corintios 12:13	direct
δοῦλοι	esclavos	1	1corintios 7:23	1corintios 7:23	direct
δοῦλος	fuiste	1	1corintios 7:21	1corintios 7:21	direct
δοῦλος	siendo esclavo	1	1corintios 7:22	1corintios 7:22	expanded
δοῦλός	esclavo	1	1corintios 7:22	1corintios 7:22	direct
δρασσόμενος	prende	1	1cor 3:19	1cor 3:19	direct
δυνάμει	el poder	1	1cor 2:5	1cor 2:5	expanded
δυνάμεις	dones	1	1corintios 12:28	1corintios 12:28	direct
δυνάμεις	obradores de milagros	1	1corintios 12:29	1corintios 12:29	expanded
δυνάμεων	milagros	1	1corintios 12:10	1corintios 12:10	direct
δυνάμεως	de poder	1	1cor 2:4	1cor 2:4	expanded
δυνάμεως	poder	1	1cor 6:14	1cor 6:14	direct
δυνήσεται	pueda	1	1cor 6:5	1cor 6:5	direct
δυνατοί	poderosos	1	1cor 1:26	1cor 1:26	direct
δυσφημούμενοι	cuando hablan mal de nosotros	1	1cor 4:13	1cor 4:13	expanded
δόκιμοι	son	1	1corintios 11:19	1corintios 11:19	direct
δόξα	una gloria	1	1corintios 11:15	1corintios 11:15	expanded
δόξα	gloria	1	1corintios 11:7	1corintios 11:7	direct
δόξα	gloria del	1	1corintios 11:7	1corintios 11:7	expanded
δόξαν	gloria	1	1cor 2:7	1cor 2:7	direct
δόξης	gloria	1	1cor 2:8	1cor 2:8	direct
δύναμιν	poder	1	1cor 1:24	1cor 1:24	direct
δύναμιν	significado	1	1corintios 14:11	1corintios 14:11	direct
δύναμιν	poder que tienen	1	1cor 4:19	1cor 4:19	expanded
δύναμις	poder	1	1cor 1:18	1cor 1:18	direct
δύνασαι	puedes	1	1corintios 7:21	1corintios 7:21	direct
δύνασθε	porque	1	1corintios 14:31	1corintios 14:31	direct
δύνασθε	pueden	1	1cor 3:2	1cor 3:2	direct
δύναται	el	1	1corintios 12:21	1corintios 12:21	direct
δύναται	decir	1	1corintios 12:3	1corintios 12:3	direct
δύναται	las puede	1	1cor 2:14	1cor 2:14	expanded
δύναται	puede	1	1cor 3:11	1cor 3:11	direct
δύο	o	1	1corintios 14:29	1corintios 14:29	direct
δὲ	y otro	1	1cor 1:12	1cor 1:12	expanded
δὲ	cosas les	1	1corintios 10:11	1corintios 10:11	expanded
δὲ	fueron escritas	1	1corintios 10:11	1corintios 10:11	expanded
δὲ	la roca	1	1corintios 10:4	1corintios 10:4	expanded
δὲ	proceden de	1	1corintios 11:12	1corintios 11:12	expanded
δὲ	al darles	1	1corintios 11:17	1corintios 11:17	expanded
δὲ	porque	1	1corintios 11:2	1corintios 11:2	direct
δὲ	tanto examínese	1	1corintios 11:28	1corintios 11:28	expanded
δὲ	la cabeza	1	1corintios 11:3	1corintios 11:3	expanded
δὲ	el hombre y la	1	1corintios 11:3	1corintios 11:3	expanded
δὲ	cuando somos	1	1corintios 11:32	1corintios 11:32	expanded
δὲ	demás asuntos	1	1corintios 11:34	1corintios 11:34	expanded
δὲ	toda mujer	1	1corintios 11:5	1corintios 11:5	expanded
δὲ	si	1	1corintios 11:6	1corintios 11:6	direct
δὲ	los dones	1	1corintios 12:1	1corintios 12:1	expanded
δὲ	todas estas	1	1corintios 12:11	1corintios 12:11	expanded
δὲ	bien dios	1	1corintios 12:18	1corintios 12:18	expanded
δὲ	un solo	1	1corintios 12:20	1corintios 12:20	expanded
δὲ	ojo no	1	1corintios 12:21	1corintios 12:21	expanded
δὲ	que nuestras	1	1corintios 12:24	1corintios 12:24	expanded
δὲ	deseen ardientemente	1	1corintios 12:31	1corintios 12:31	expanded
δὲ	bien hay	1	1corintios 12:4	1corintios 12:4	expanded
δὲ	es el	1	1corintios 12:6	1corintios 12:6	expanded
δὲ	a otro	1	1corintios 12:8	1corintios 12:8	expanded
δὲ	he llegado	1	1corintios 13:1	1corintios 13:1	expanded
δὲ	cuando venga	1	1corintios 13:10	1corintios 13:10	expanded
δὲ	cara a	1	1corintios 13:12	1corintios 13:12	expanded
δὲ	plenamente como	1	1corintios 13:12	1corintios 13:12	expanded
δὲ	ahora permanecen	1	1corintios 13:13	1corintios 13:13	expanded
δὲ	no tengo	1	1corintios 13:2	1corintios 13:2	expanded
δὲ	quemado pero	1	1corintios 13:3	1corintios 13:3	expanded
δὲ	que se	1	1corintios 13:6	1corintios 13:6	expanded
δὲ	ser pero	1	1corintios 13:8	1corintios 13:8	expanded
δὲ	pero también	1	1corintios 14:1	1corintios 14:1	expanded
δὲ	dones espirituales	1	1corintios 14:1	1corintios 14:1	expanded
δὲ	pero mi	1	1corintios 14:14	1corintios 14:14	expanded
δὲ	también oraré	1	1corintios 14:15	1corintios 14:15	expanded
δὲ	también cantaré	1	1corintios 14:15	1corintios 14:15	expanded
δὲ	ese don	1	1corintios 14:23	1corintios 14:23	expanded
δὲ	y que	1	1corintios 14:28	1corintios 14:28	expanded
δὲ	que dos	1	1corintios 14:29	1corintios 14:29	expanded
δὲ	que todo	1	1corintios 14:40	1corintios 14:40	expanded
δὲ	que todos	1	1corintios 14:5	1corintios 14:5	expanded
δὲ	más que	1	1corintios 14:5	1corintios 14:5	expanded
δὲ	superior al	1	1corintios 14:5	1corintios 14:5	expanded
δὲ	les hago	1	1corintios 15:1	1corintios 15:1	expanded
δὲ	en cambio	1	1cor 2:15	1cor 2:15	expanded
δὲ	aunque	1	1cor 3:15	1cor 3:15	expanded
δὲ	ahora bien	1	1cor 3:8	1cor 3:8	expanded
δὲ	pues	1	1cor 4:4	1cor 4:4	direct
δὲ	no	1	1cor 7:2	1cor 7:2	direct
δὲ	cuanto a	1	1corintios 7:25	1corintios 7:25	expanded
δὲ	pero doy	1	1corintios 7:25	1corintios 7:25	expanded
δὲ	yo quiero	1	1corintios 7:28	1corintios 7:28	expanded
δὲ	e	1	1cor 7:3	1cor 7:3	direct
δὲ	quiero que	1	1corintios 7:32	1corintios 7:32	expanded
δὲ	el casado	1	1corintios 7:33	1corintios 7:33	expanded
δὲ	preocupa por	1	1corintios 7:34	1corintios 7:34	expanded
δὲ	digo para	1	1corintios 7:35	1corintios 7:35	expanded
δὲ	su propia	1	1corintios 7:37	1corintios 7:37	expanded
δὲ	lo sacrificado	1	1corintios 8:1	1corintios 8:1	expanded
δὲ	edifica	1	1corintios 8:1	1corintios 8:1	expanded
